Institution,Subject,Name,Type,Number,Section,Instructor,Date
Smith,AFR,INTRODUCTION TO BLACK CULTURE,Lect,111,1,,MW 02:45-04:00
Smith,AFR,TOPICS- BLACK ARCHIVE,Lect,202,1,,TTh 01:20-02:35
Smith,AFR,BLACK WOMEN WRITERS,Lect,249,1,,WF 01:20-02:35
Smith,AFR,RACE & IDENTITY IN GLOBAL CITY,Lect,254,1,,WF 01:20-02:35
Smith,AFR,SEM: TONI MORRISON,Semi,360,1,,T 01:20-04:00
Smith,AFS,THEMES IN AFRICAN STUDIES,Lect,113,1,Jeffrey Ahlman,T 07:30-09:30
Smith,AMS,METHODS IN AMERICAN STUDIES,Lect,202,1,Kevin Rozario,TTh 10:50-12:05
Smith,AMS,AMERICAN POPULAR CULTURE,Lect,235,1,Steve Waksman,MW 02:45-04:00
Smith,AMS,CAPSTONE: CULTURE IN CRISIS,Semi,340,1,Kevin Rozario,T 01:20-04:00
Smith,AMS,"WRITNG/AMER SOC-JOURNLSM, FEMI",Semi,351,1,Susan Faludi,T 01:20-04:00
Smith,ANT,INTRO CULTURAL ANTHROPOLOGY,Lect,130,1,Pinky Hota,TTh 10:50-12:05
Smith,ANT,INTRO CULTURAL ANTHROPOLOGY,Lect,130,3,Caroline Melly,MW 10:50-12:05
Smith,ANT,INTRODUCTION TO ARCHAEOLOGY,Lect,135,1,Elizabeth Klarich,TTh 02:45-04:00
Smith,ANT,RESEARCH METHODS,Coll,200,1,Suzanne Gottschang,MWF 01:20-02:35
Smith,ANT,ANTHROPOS IN THE ANTHROPOCENE,Lect,224,1,Colin Hoag,TTh 09:25-10:40
Smith,ANT,ARCHAEOLOGY OF FOOD,Lect,226,1,Elizabeth Klarich,TTh 10:50-12:05
Smith,ANT,THE ANTHROPOLOGY OF RELIGION,Lect,274,1,Pinky Hota,TTh 01:20-02:35
Smith,ANT,ETHNOGRAPHIC DESIGN,Lect,300,1,Suzanne Gottschang,WF 01:20-02:35
Smith,ANT,SEM: DISABILITY & DIFFERENCE,Semi,353,1,Caroline Melly,T 09:25-12:05
Smith,ARA,ELEMENTARY ARABIC I,Lect,100,1,John Weinert,MWF 09:25-10:40
Smith,ARA,ELEMENTARY ARABIC I,Lect,100,2,John Weinert,MWF 02:45-04:00
Smith,ARA,INTERMEDIATE ARABIC I,Lect,200,1,John Weinert,MWF 10:50-12:05
Smith,ARA,ADVANCED ARABIC I,Lect,300,1,May George,MWF 01:20-02:35
Smith,ARC,INTRODUCTION TO ARCHAEOLOGY,Lect,135,1,Elizabeth Klarich,TTh 02:45-04:00
Smith,ARH,ART AND ITS HISTORIES,Lect,110,1,Brigitte Buettner,MW 02:45-04:00
Smith,ARH,ART AND ITS HISTORIES,Lect,110,2,Frazer Ward,TTh 09:25-10:40
Smith,ARH,BRAZILIAN ART INSIDE AND OUT,Lect,201,1,Marguerite Harrison,MW 01:20-02:35
Smith,ARH,ANCIENT CITIES & SANCTUARIES,Lect,212,1,Barbara Kellum,TTh 02:45-04:00
Smith,ARH,GREEK ART & ARCHAEOLOGY,Lect,217,1,Rebecca Worsham,MW 10:50-12:05
Smith,ARH,RACE & GENDER:HIST/PHOTOGRAPHY,Lect,278,1,Kathleen Pierce,TTh 10:50-12:05
Smith,ARH,MODERN/POSTMODERN/CONTEMPORARY,Lect,281,1,Frazer Ward,MW 09:25-10:40
Smith,ARH,ART & MEDICINE,Lect,289,1,Kathleen Pierce,TTh 01:20-02:35
Smith,ARH,SEM:GOTHIC IN MODRN IMAGINATN,Semi,352,1,Brigitte Buettner,T 01:20-04:00
Smith,ARS,INTRO TO DIGITAL MEDIA,Stud,162,1,Lucretia Knapp,TTh 07:00-09:40
Smith,ARS,DRAWING I,Stud,163,1,Alexis Callender,MW 09:25-12:05
Smith,ARS,DRAWING I,Stud,163,3,Katherine Schneider,TTh 01:20-04:00
Smith,ARS,STUDIO ART FOUNDATIONS,Stud,172,1,A. Lee Burns,MW 01:20-04:00
Smith,ARS,STUDIO ART FOUNDATIONS,Stud,172,2,Amanda Wallace,TTh 09:25-12:05
Smith,ARS,INTERMEDIATE DIGITAL MEDIA,Stud,263,1,John Slepian,MW 01:20-04:00
Smith,ARS,PAINTING I,Stud,266,1,Elizabeth Meyersohn,MW 01:20-04:00
Smith,ARS,INTAGLIO PRINTMAKING,Stud,272,1,Lindsey Clark-Ryan,TTh 09:25-12:05
Smith,ARS,SCULPTURE I,Stud,273,1,A. Lee Burns,MW 09:25-12:05
Smith,ARS,THE BOOK:THEORY & PRACTICE I,Stud,275,1,Barry Moser,TTh 09:25-12:05
Smith,ARS,WOODCUT,Stud,277,1,Lindsey Clark-Ryan,TTh 01:20-04:00
Smith,ARS,INTRO ARCHITECT DESIGN: ANALOG,Stud,280,1,Elisa Kim,MW 01:20-04:00
Smith,ARS,PHOTOGRAPHY I,Stud,282,1,Amanda Wallace,TTh 01:20-04:00
Smith,ARS,ARCHITECT DESGN STUDIO:TERREST,Stud,380,1,Elisa Kim,MW 09:25-12:05
Smith,ARS,PHOTOGRAPHY II,Stud,383,1,Fraser Stables,MW 09:25-12:05
Smith,ARS,SENIOR STUDIO I,Stud,385,1,Alexis Callender,MW 01:10-04:00
Smith,AST,SKY & TELESCOPES,Lab,103,1,Margaret Thacher,M 07:00-10:00
Smith,AST,INTRO TO ASTRONOMY,Lect,111,1,James Lowenthal,TTh 10:50-12:05
Smith,AST,STELLAR ASTRONOMY,Lect,224,1,Suzan Edwards,T 01:10-04:00
Smith,AST,OBSV TECH OPTIC & INFRARED AST,Lect,337,1,James Lowenthal,T 07:00-10:00
Smith,BCH,BIOCHEM II: BIOCHEM DYNAMICS,Lect,352,1,Lesley-Ann Giddings,TTh 09:25-10:40
Smith,BCH,BIOCHEMISTRY II LABORATORY,Lab,353,1,Scott Edmands,T 01:10-05:00
Smith,BCH,BIOCHEMISTRY II LABORATORY,Lab,353,2,Scott Edmands,Th 01:10-05:00
Smith,BIO,MODERN BIO FOR CONCERNED CITIZ,Lect,101,1,Steven Williams,MW 01:20-02:35
Smith,BIO,HORT: PLANTS IN THE LANDSCAPE,Lect,120,1,Sara Helm-Wallace,TTh 09:25-10:40
Smith,BIO,HORT: PLANTS IN LANDSCAPE LAB,Lab,121,1,Gabriel Immerman,TTh 01:10-02:35
Smith,BIO,HORT: PLANTS IN LANDSCAPE LAB,Lab,121,2,Gabriel Immerman,TTh 02:45-04:10
Smith,BIO,"BIODIVERSITY, ECOL, CONSERVATN",Lect,130,1,L. David Smith,MWF 10:50-12:05
Smith,BIO,RESRCH:BIODIVERSTY/ECOL/CONSRV,Lab,131,1,Marney Pratt,M 01:10-04:00
Smith,BIO,RESRCH:BIODIVERSTY/ECOL/CONSRV,Lab,131,2,Marney Pratt,T 01:10-04:00
Smith,BIO,RESRCH:BIODIVERSTY/ECOL/CONSRV,Lab,131,3,Marney Pratt,Th 01:10-04:00
Smith,BIO,RESRCH:BIODIVERSTY/ECOL/CONSRV,Lab,131,4,Marney Pratt,W 01:10-04:00
Smith,BIO,"MOLECULES, CELLS & SYSTEMS",Lect,132,1,Michael Barresi,TTh 10:50-12:05
Smith,BIO,"MOLECULES, CELLS & SYSTEMS DIS",Disc,132,D01,Michael Barresi,Th 02:45-04:00
Smith,BIO,"MOLECULES, CELLS & SYSTEMS DIS",Disc,132,D02,Michael Barresi,Th 04:10-05:25
Smith,BIO,"MOLECULES, CELLS & SYSTEMS DIS",Disc,132,D03,Michael Barresi,W 01:20-02:35
Smith,BIO,"MOLECULES, CELLS & SYSTEMS DIS",Disc,132,D04,Michael Barresi,M 02:45-04:00
Smith,BIO,"RESRCH: MOLECULES, CELLS, SYST",Lab,133,1,Lori Saunders,M 01:10-04:00
Smith,BIO,"RESRCH: MOLECULES, CELLS, SYST",Lab,133,2,Lori Saunders,T 01:10-04:00
Smith,BIO,"RESRCH: MOLECULES, CELLS, SYST",Lab,133,3,Jan Vriezen,W 01:10-04:00
Smith,BIO,"RESRCH: MOLECULES, CELLS, SYST",Lab,133,4,Jan Vriezen,Th 01:10-04:00
Smith,BIO,ANIMAL PHYSIOLOGY,Lect,200,1,Lisa Mangiamele; Daniel Vahaba,MWF 10:50-12:05
Smith,BIO,CELL BIOLOGY,Lect,202,1,Stylianos Scordilis,MWF 09:25-10:40
Smith,BIO,CELL BIOLOGY LABORATORY,Lab,203,1,Graham Kent,W 01:10-04:00
Smith,BIO,CELL BIOLOGY LABORATORY,Lab,203,2,Graham Kent,Th 01:10-04:00
Smith,BIO,CELL BIOLOGY LABORATORY,Lab,203,3,Graham Kent,F 01:10-04:00
Smith,BIO,CELL BIOLOGY LABORATORY,Lab,203,4,Jan Vriezen,T 01:10-04:00
Smith,BIO,EVOLUTION & GENETICS,Lect,232,1,Laura Katz,TTh 09:25-10:40
Smith,BIO,MARINE ECOLOGY,Lect,268,1,Paulette Peckol,TTh 09:25-10:40
Smith,BIO,MARINE ECOLOGY LABORATORY,Lab,269,1,Paulette Peckol,M 01:10-04:00
Smith,BIO,MARINE ECOLOGY LABORATORY,Lab,269,2,Graham Kent,T 01:10-04:00
Smith,BIO,IMMUNOLOGY,Lect,306,1,Samantha Torquato,MW 09:25-10:40
Smith,BIO,IMMUNOLOGY LABORATORY,Lab,307,1,Samantha Torquato,M 01:20-04:00
Smith,BIO,CELLULAR & MOLECULAR NEUROSCNC,Lect,310,1,Alexis Ziemba,TTh 08:00-09:15
Smith,BIO,T-ADV MICROSCOPY TECHNIQ-LSCM,Lab,314,1,Judith Wopereis,F 01:20-04:00
Smith,BIO,T-ADV MICROSCOPY TECHNIQ-SEM,Lab,314,2,Judith Wopereis,F 01:20-04:00
Smith,BIO,T-ADV MICROSCOPY TECHNIQ-TIRFM,Lab,314,3,Judith Wopereis,F 01:20-04:00
Smith,BIO,T-ADV MICROSCOPY TECHNIQ-TEM,Lab,314,4,Judith Wopereis,F 01:20-04:00
Smith,BIO,BIOINFORMAT & COMP MOLECUL BIO,Lect,334,1,Robert Dorit,MW 01:20-02:35
Smith,BIO,BIOINFORM & COMPAR MOL BIO LAB,Lab,335,1,Jessica Grant,T 07:00-09:30
Smith,BIO,GENOMICS,Lect,336,1,Rachel Wright,MW 10:50-12:05
Smith,BIO,GENOMICS LAB,Lab,337,1,Rachel Wright,W 01:10-04:00
Smith,BIO,S: TPCS/MOLECLAR-INFECT DISEAS,Semi,350,1,Steven Williams,Th 01:20-04:00
Smith,BIO,S:TPCS EVOLUTIONARY-EPIGENETCS,Semi,351,1,Laura Katz,T 01:20-04:00
Smith,BIO,RESEARCH IN ANIMAL BEHAVIOR,Lab,363,1,Virginia Hayssen,Th 01:20-04:00
Smith,BIO,PLANT ECOLOGY,Lect,364,1,Jesse Bellemare,TTh 10:50-12:05
Smith,BIO,PLANT ECOLOGY LABORATORY,Lab,365,1,Jesse Bellemare,Th 01:10-05:00
Smith,BIO,SEM:ADVANCES & PROBS BIO SCI,Semi,507,1,Robert Dorit,Th 04:10-05:50
Smith,BKX,SENIOR CAPSTONE SEMINAR,Semi,300,1,Douglas Patey,
Smith,BUS,STUDY OF BUDDHISM,Lect,120,1,Jay Garfield; Andy Rotman,M 07:00-09:30
Smith,CHI,CHINESE I (INTENSIVE),Lect,110,1,Yalin Chen; Lu Yu,MWF 08:25-09:15
Smith,CHI,CHINESE I (INTENSIVE),Lect,110,2,Yalin Chen; Lu Yu,MWF 10:50-11:40
Smith,CHI,CHINESE I (INTENSIVE),Lect,110,3,Yalin Chen; Lu Yu,MWF 01:20-02:10
Smith,CHI,CHINESE I (INTENSIVE) DISCUSS,Disc,110,D01,Yalin Chen,TTh 08:25-09:15
Smith,CHI,CHINESE I (INTENSIVE) DISCUSS,Disc,110,D02,Yalin Chen,TTh 09:25-10:15
Smith,CHI,CHINESE I (INTENSIVE) DISCUSS,Disc,110,D03,Yalin Chen,TTh 10:50-11:40
Smith,CHI,CHINESE II (INTENSIVE),Lect,220,1,Ling Zhao,MWF 08:25-09:15
Smith,CHI,CHINESE II (INTENSIVE),Lect,220,2,Ling Zhao,MWF 09:25-10:15
Smith,CHI,CHINESE II (INTENSIVE) DISCUSS,Disc,220,D01,Lu Yu,TTh 08:25-09:15
Smith,CHI,CHINESE II (INTENSIVE) DISCUSS,Disc,220,D02,Lu Yu,TTh 09:25-10:15
Smith,CHI,CHINESE III,Lect,301,1,Yalin Chen,MWF 09:25-10:40
Smith,CHI,ADV READINGS IN CHINESE,Lect,350,1,Ling Zhao,MWF 10:50-11:50
Smith,CHM,CHEMISTRY I: GENERAL,Lect,111,1,Maren Buck,MWF 08:00-09:15
Smith,CHM,CHEMISTRY I: GENERAL,Lect,111,2,David Bickar,MWF 09:25-10:40
Smith,CHM,CHEMISTRY I: GENERAL,Lect,111,3,David Gorin,MWF 10:50-12:05
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L01,,T 09:25-12:05
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L02,,T 09:25-12:05
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L03,,Th 09:25-12:05
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L04,,F 01:20-04:00
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L05,,F 01:20-04:00
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L06,,M 01:20-04:00
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L07,,M 01:20-04:00
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L08,,W 01:20-04:00
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L09,,W 01:20-04:00
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L10,,Th 01:20-04:00
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L11,,Th 01:20-04:00
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L12,,T 01:20-04:00
Smith,CHM,CHEMISTRY I: GENERAL LAB,Lab,111,L13,,T 01:20-04:00
Smith,CHM,ADVANCED GENERAL CHEMISTRY,Lect,118,1,Elizabeth Jamieson,MWF 10:50-12:05
Smith,CHM,ADVANCED GENERAL CHEMISTRY LAB,Lab,118,L01,,W 01:20-04:00
Smith,CHM,ADVANCED GENERAL CHEMISTRY LAB,Lab,118,L02,,Th 01:20-04:00
Smith,CHM,ADVANCED GENERAL CHEMISTRY LAB,Lab,118,L03,,F 01:20-04:00
Smith,CHM,CHEMISTRY III: ORGANIC,Lect,223,1,Kevin Shea,MWF 08:00-09:15
Smith,CHM,CHEMISTRY III: ORGANIC LAB,Lab,223,L01,Rebecca Thomas,M 01:20-04:00
Smith,CHM,CHEMISTRY III: ORGANIC LAB,Lab,223,L02,Rebecca Thomas,T 09:25-12:05
